SYMBOL,ENTREZID,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
PCNX4,64430,pecanex 4,-1.363652745,5.351893812,-3.857222772,0.000320995,0.002525551,-0.035218349
CSRNP1,64651,cysteine and serine rich nuclear protein 1,1.090131397,8.245086537,3.792262237,0.000393992,0.002958518,-0.227273683
ANAPC1,64682,anaphase promoting complex subunit 1,-1.023971264,5.263749427,-3.922779893,0.000260618,0.002121852,0.160377679
S100PBP,64766,S100P binding protein,-1.151815202,6.184152229,-4.968924064,7.84E-06,0.000162575,3.481137735
FNDC3B,64778,fibronectin type III domain containing 3B,-1.196580848,9.178336613,-4.486817241,4.09E-05,0.000539185,1.909239043
METTL4,64863,methyltransferase like 4,-1.208805508,5.513090227,-4.599384722,2.80E-05,0.00041367,2.270710987
PAPOLG,64895,poly(A) polymerase gamma,-1.17831641,6.323795165,-4.608726718,2.71E-05,0.000404564,2.300872895
CASD1,64921,CAS1 domain containing 1,-1.025405328,6.090989791,-3.629242797,0.000654175,0.004371146,-0.701167233
SLC30A5,64924,solute carrier family 30 member 5,-1.239710635,6.485487468,-4.41420937,5.22E-05,0.000648074,1.67808569
NT5DC2,64943,5'-nucleotidase domain containing 2,-1.020017421,7.364606769,-2.674669357,0.010005657,0.032662047,-3.202065643
INTS3,65123,integrator complex subunit 3,-1.199442726,6.53844227,-4.324506846,7.04E-05,0.000811888,1.394793479
WNK1,65125,WNK lysine deficient protein kinase 1,-1.508803169,6.961336454,-5.279593954,2.64E-06,7.43E-05,4.522520587
ZBTB10,65986,zinc finger and BTB domain containing 10,1.033339135,6.915867296,3.24752793,0.002052755,0.010115484,-1.761439206
MIS12,79003,MIS12 kinetochore complex component,-1.369769964,6.25363828,-5.155353982,4.09E-06,0.000100177,4.103779699
NUP37,79023,nucleoporin 37,-1.084697342,5.489734751,-4.145245861,0.000127071,0.001245562,0.836712498
OBI1,79596,ORC ubiquitin ligase 1,-1.010392471,5.361942731,-3.545999156,0.000844003,0.005315977,-0.938492278
CEP97,79598,centrosomal protein 97,-1.44633786,6.689802657,-4.671271588,2.19E-05,0.00034443,2.503428937
FAM118B,79607,family with sequence similarity 118 member B,-1.029675152,6.255217948,-4.217008198,0.000100439,0.001034058,1.058791935
ARMT1,79624,acidic residue methyltransferase 1,-1.420973326,5.349771763,-5.473349903,1.33E-06,4.76E-05,5.180890308
NDNF,79625,neuron derived neurotrophic factor,1.879029579,7.329288208,2.975537336,0.004448369,0.018183819,-2.46981239
RPAP3,79657,RNA polymerase II associated protein 3,-1.032150667,4.232148845,-4.304864325,7.51E-05,0.000849087,1.333108154
SMC6,79677,structural maintenance of chromosomes 6,-1.625634699,4.990563001,-6.890658049,7.80E-09,1.27E-06,10.1130524
STEAP4,79689,STEAP4 metalloreductase,-1.217712111,4.097178282,-3.00373643,0.00411272,0.017093945,-2.398339916
ZNF322,79692,zinc finger protein 322,-1.575398441,4.555714879,-6.541641401,2.79E-08,2.95E-06,8.88810277
MANEA,79694,mannosidase endo-alpha,-2.100920041,8.262448893,-4.892014625,1.02E-05,0.000193571,3.226463579
LRRK1,79705,leucine rich repeat kinase 1,-1.077718887,6.923108138,-3.707932503,0.000512824,0.00363927,-0.473891864
CYBRD1,79901,cytochrome b reductase 1,-1.63595841,5.52168777,-4.399671003,5.48E-05,0.000669766,1.631997481
KIAA0319L,79932,KIAA0319 like,-1.456390277,6.710234611,-5.964828692,2.27E-07,1.37E-05,6.874027938
TMEM156,80008,transmembrane protein 156,-3.737041296,6.603183233,-5.945638915,2.43E-07,1.43E-05,6.807422141
MINDY3,80013,MINDY lysine 48 deubiquitinase 3,-1.502253207,6.201746455,-5.352271395,2.04E-06,6.29E-05,4.76875234
ATF7IP2,80063,activating transcription factor 7 interacting protein 2,-2.029139699,4.941572502,-6.599796908,2.26E-08,2.65E-06,9.092049429
CHD9,80205,chromodomain helicase DNA binding protein 9,-1.431010575,6.336426339,-5.110726521,4.78E-06,0.000110779,3.954082692
SPG11,80208,SPG11 vesicle trafficking associated  spatacsin,-1.114786908,6.12915095,-3.961254975,0.000230452,0.001952791,0.275981342
CXorf21,80231,chromosome X open reading frame 21,-2.177818083,5.558960599,-6.259393065,7.79E-08,6.22E-06,7.900115215
SLC35F5,80255,solute carrier family 35 member F5,-1.612402812,6.877633844,-4.884621831,1.05E-05,0.000196989,3.202055104
EDEM3,80267,ER degradation enhancing alpha-mannosidase like protein 3,-1.668473863,7.361866532,-4.207556247,0.000103609,0.001059735,1.029437559
C1orf21,81563,chromosome 1 open reading frame 21,1.068829956,6.718960647,2.603077015,0.012044741,0.03765482,-3.367774603
TRMT1L,81627,tRNA methyltransferase 1 like,-1.873334168,4.781715999,-6.216375536,9.11E-08,6.92E-06,7.749888817
ISCA1,81689,iron-sulfur cluster assembly 1,1.082726641,7.525770175,3.270576027,0.001919363,0.009710327,-1.699527143
DOCK8,81704,dedicator of cytokinesis 8,-1.181267594,7.273707632,-3.751852615,0.000447192,0.003267142,-0.345836651
RNF170,81790,ring finger protein 170,-1.063495421,6.826246729,-3.980607692,0.000216583,0.00186634,0.334351177
ARPC5L,81873,actin related protein 2/3 complex subunit 5 like,1.478880151,7.422395276,5.736782732,5.16E-07,2.50E-05,6.084866207
ZNF93,81931,zinc finger protein 93,-1.480323963,5.996930313,-4.59989741,2.79E-05,0.00041367,2.272365636
PUS7L,83448,pseudouridine synthase 7 like,-1.149198512,5.897223978,-3.961182597,0.000230506,0.001952791,0.275763319
COG3,83548,component of oligomeric golgi complex 3,-1.238981775,6.416584747,-4.766563232,1.58E-05,0.000265376,2.81404722
PARP9,83666,poly(ADP-ribose) polymerase family member 9,1.235594318,7.250216248,4.202290425,0.000105416,0.001073559,1.013097336
SETDB2,83852,SET domain bifurcated histone lysine methyltransferase 2,-1.90348234,5.007753787,-6.924206668,6.90E-09,1.25E-06,10.23086344
SNX25,83891,sorting nexin 25,-1.691478886,6.146958822,-5.576992166,9.16E-07,3.68E-05,5.535431371
B3GNT5,84002,UDP-GlcNAc:betaGal beta-1 3-N-acetylglucosaminyltransferase 5,1.644301208,6.233824749,3.400502688,0.001308178,0.007371228,-1.345295087
SLC41A2,84102,solute carrier family 41 member 2,-2.169958464,6.837307749,-7.013212879,4.98E-09,9.77E-07,10.5434079
RPF2,84154,ribosome production factor 2 homolog,-1.346876004,6.566838757,-4.840932748,1.22E-05,0.000220355,3.058072738
HSDL2,84263,hydroxysteroid dehydrogenase like 2,-1.316003318,5.668137967,-3.658263139,0.000598176,0.004102649,-0.617675762
C9orf64,84267,chromosome 9 open reading frame 64,-1.200087136,5.942954344,-5.406772536,1.68E-06,5.61E-05,4.953981273
YIPF4,84272,Yip1 domain family member 4,-1.569582484,6.049874791,-7.506397863,8.25E-10,2.98E-07,12.27268259
EIF1AD,84285,eukaryotic translation initiation factor 1A domain containing,1.070983168,7.159850433,4.076535712,0.000158918,0.001466095,0.625819638
SYVN1,84447,synoviolin 1,-1.133479462,8.372924935,-4.523394155,3.62E-05,0.000492398,2.026288085
ACSS1,84532,acyl-CoA synthetase short chain family member 1,-1.071644967,6.72728588,-4.888439267,1.04E-05,0.000195199,3.214657373
FAM126A,84668,family with sequence similarity 126 member A,-1.062639642,5.937391386,-2.93715747,0.004946354,0.019672522,-2.566329372
FCRLA,84824,Fc receptor like A,1.48898145,9.367386546,2.774325514,0.007691625,0.027167383,-2.96582082
ATP5MD,84833,ATP synthase membrane subunit DAPIT,1.071275886,8.289518278,3.748786515,0.000451499,0.003288395,-0.354803785
FBH1,84893,F-box DNA helicase 1,-1.623356043,7.261863888,-4.779002591,1.51E-05,0.000258889,2.854768119
TMEM87B,84910,transmembrane protein 87B,-1.393056005,6.984013256,-4.782096271,1.50E-05,0.000257084,2.864901497
ATG4C,84938,autophagy related 4C cysteine peptidase,-1.654914818,5.500041416,-4.450286632,4.63E-05,0.000589817,1.792738862
H2BC12,85236,H2B clustered histone 12,1.64053586,8.754742571,3.890601364,0.00028874,0.002310415,0.064150262
KLHL6,89857,kelch like family member 6,-1.120342957,8.536187313,-3.659174442,0.000596494,0.004099856,-0.615047723
RSPRY1,89970,ring finger and SPRY domain containing 1,-1.324471901,6.557099633,-4.596800198,2.82E-05,0.000414709,2.262370824
ANKRD44,91526,ankyrin repeat domain 44,-1.314786086,5.806934257,-4.500270687,3.91E-05,0.000519661,1.952244914
RSAD2,91543,radical S-adenosyl methionine domain containing 2,1.904192038,6.320385022,2.600710793,0.012118194,0.037809088,-3.373193258
SLFN11,91607,schlafen family member 11,-1.627280664,7.093799903,-5.224015407,3.21E-06,8.44E-05,4.334845184
CABLES1,91768,Cdk5 and Abl enzyme substrate 1,-1.991807094,5.128737312,-9.054693858,3.16E-12,3.72E-09,17.60773675
NXPE3,91775,neurexophilin and PC-esterase domain family member 3,-1.149313003,7.736128281,-3.285579494,0.001836978,0.009367164,-1.659072433
TIMD4,91937,T cell immunoglobulin and mucin domain containing 4,-1.487604408,5.35702521,-2.58838395,0.012507503,0.038712551,-3.401360952
CTBP1-DT,92070,CTBP1 divergent transcript,-1.250077161,5.911680856,-5.393209702,1.76E-06,5.84E-05,4.907841376
LMBRD2,92255,LMBR1 domain containing 2,-1.62698326,5.758384121,-4.260429468,8.70E-05,0.000935067,1.194039763
FAM114A1,92689,family with sequence similarity 114 member A1,-1.478319713,5.608310675,-5.12026048,4.62E-06,0.000108743,3.986030031
TBCK,93627,TBC1 domain containing kinase,-1.167465964,5.398966329,-4.163502328,0.000119709,0.001188255,0.8930363
ARHGAP18,93663,Rho GTPase activating protein 18,-1.145515722,6.016639642,-3.251416975,0.002029649,0.010041534,-1.751012361
ARHGAP12,94134,Rho GTPase activating protein 12,-1.166756054,6.580002634,-3.772611826,0.000419054,0.003095212,-0.285016631
WDR89,112840,WD repeat domain 89,-1.610411403,4.455996714,-7.039221334,4.53E-09,9.27E-07,10.63472673
LARP4,113251,La ribonucleoprotein 4,-1.052975653,7.133196489,-3.83350016,0.000345999,0.002681921,-0.105560045
PIK3IP1,113791,phosphoinositide-3-kinase interacting protein 1,1.252951691,6.724854982,3.410891614,0.001268267,0.00721524,-1.316595867
ZNF257,113835,zinc finger protein 257,-1.28425326,7.227668773,-5.098738624,4.98E-06,0.000114407,3.913938328
OSBPL10,114884,oxysterol binding protein like 10,-1.254114732,7.48910772,-3.630533285,0.000651582,0.004360903,-0.697462699
EPB41L4A-AS1,114915,EPB41L4A antisense RNA 1,1.896049571,8.368986541,6.442558775,4.00E-08,3.77E-06,8.540880802
CGAS,115004,cyclic GMP-AMP synthase,-1.14946733,7.174777358,-3.559378485,0.000810297,0.005151427,-0.900568029
OMA1,115209,OMA1 zinc metallopeptidase,-1.479615805,6.641199414,-4.943949414,8.56E-06,0.000173348,3.398290742
PCMTD1,115294,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,-1.761225778,8.276065603,-4.333076687,6.84E-05,0.000794942,1.421745975
MRPL53,116540,mitochondrial ribosomal protein L53,1.30564273,8.958394259,5.910628642,2.76E-07,1.56E-05,6.685992784
NEDD1,121441,NEDD1 gamma-tubulin ring complex targeting factor,-1.137933215,5.633196032,-4.095164937,0.000149591,0.001399257,0.682826736
FGD4,121512,FYVE  RhoGEF and PH domain containing 4,-1.131478739,5.555337684,-2.866976617,0.005993525,0.022650227,-2.740518903
SPIC,121599,Spi-C transcription factor,-1.938051192,3.885433204,-4.125602575,0.000135482,0.00129299,0.776244556
TRAPPC6B,122553,trafficking protein particle complex 6B,-1.298092661,5.730317144,-4.524952826,3.60E-05,0.000492347,2.031284747
IFFO2,126917,intermediate filament family orphan 2,1.234283609,6.570408211,3.199557314,0.00235895,0.011177102,-1.889380002
CPEB2,132864,cytoplasmic polyadenylation element binding protein 2,1.395596116,7.616206802,3.329737501,0.001613479,0.00864626,-1.539317424
JMY,133746,junction mediating and regulatory protein  p53 cofactor,1.014694598,7.926182105,3.22082218,0.002218253,0.010693524,-1.832819265
DNAJC21,134218,DnaJ heat shock protein family (Hsp40) member C21,-1.051456528,7.16599535,-4.420817186,5.11E-05,0.000635571,1.699055062
WDR36,134430,WD repeat domain 36,-1.142520619,6.661653879,-4.896807445,1.01E-05,0.000192706,3.242294654
UBXN2B,137886,UBX domain protein 2B,-1.258275809,5.706975319,-3.801611417,0.00038258,0.002889309,-0.199742908
NEK7,140609,NIMA related kinase 7,-1.659185724,6.548510694,-4.908258136,9.68E-06,0.000188269,3.280138839
SESN3,143686,sestrin 3,-1.580306315,4.815547627,-3.663773355,0.000588075,0.004057026,-0.601779508
ZNF570,148268,zinc finger protein 570,-1.169558991,3.971644513,-5.498803955,1.21E-06,4.45E-05,5.267820445
SLC30A7,148867,solute carrier family 30 member 7,-1.243855706,7.992819583,-4.934339837,8.85E-06,0.000175607,3.366450781
CCDC117,150275,coiled-coil domain containing 117,-1.407524156,7.896103911,-5.420909728,1.60E-06,5.42E-05,5.002106174
GPR155,151556,G protein-coupled receptor 155,-1.493017256,6.100584089,-4.111745185,0.000141738,0.001341805,0.733671886
MBOAT1,154141,membrane bound O-acyltransferase domain containing 1,-1.019351569,4.73476907,-4.056546703,0.000169551,0.001540036,0.564795753
VKORC1L1,154807,vitamin K epoxide reductase complex subunit 1 like 1,-1.136874424,6.527832733,-3.888707317,0.000290484,0.002317628,0.058499392
ANKRD46,157567,ankyrin repeat domain 46,-1.260152946,5.362871376,-4.457493521,4.52E-05,0.000578533,1.815690328
MOSPD2,158747,motile sperm domain containing 2,-2.420245681,3.839181921,-7.823753445,2.60E-10,1.61E-07,13.38059593
DENND5B,160518,DENN domain containing 5B,-1.657675821,7.498641855,-6.319607201,6.26E-08,5.36E-06,8.110575316
GPR180,160897,G protein-coupled receptor 180,-1.299034896,5.441555184,-4.074356068,0.000160045,0.001470728,0.619158184
EML5,161436,EMAP like 5,-1.320507072,4.737546851,-4.856372626,1.16E-05,0.000211338,3.108904613
ZNF383,163087,zinc finger protein 383,-1.507350626,5.273383924,-6.049546415,1.67E-07,1.09E-05,7.168459104
ZNF780B,163131,zinc finger protein 780B,-1.199788153,5.546360837,-3.63053102,0.000651587,0.004360903,-0.697469203
SDE2,163859,SDE2 telomere maintenance homolog,1.284339087,8.054038023,4.722559822,1.84E-05,0.000300054,2.670316598
ADGRA3,166647,adhesion G protein-coupled receptor A3,-1.245011557,4.420472651,-4.423137352,5.07E-05,0.000634006,1.706421154
TXLNB,167838,taxilin beta,-2.427356526,4.881651797,-7.880791879,2.12E-10,1.61E-07,13.57913428
TCEANC,170082,transcription elongation factor A N-terminal and central domain containing,-1.602488683,4.687821213,-7.079875315,3.91E-09,8.96E-07,10.77745373
DHX36,170506,DEAH-box helicase 36,-1.045584954,5.804606684,-3.5780465,0.00076541,0.004926473,-0.84751108
ZNF675,171392,zinc finger protein 675,-2.571587229,3.971357748,-6.680651004,1.68E-08,2.13E-06,9.375740319
HIGD2A,192286,HIG1 hypoxia inducible domain family member 2A,1.232965369,8.190245833,4.521558255,3.64E-05,0.000492398,2.020403619
ANO6,196527,anoctamin 6,-1.529714634,5.912928955,-4.905182369,9.79E-06,0.000189504,3.269970537
PIKFYVE,200576,phosphoinositide kinase  FYVE-type zinc finger containing,-1.063416874,6.348963252,-4.565183283,3.14E-05,0.000450391,2.16049721
SMIM14,201895,small integral membrane protein 14,-1.189774085,5.624583827,-3.309798973,0.001711004,0.008994765,-1.593516789
PRIMPOL,201973,primase and DNA directed polymerase,-1.671614604,4.656846887,-6.715457688,1.48E-08,2.05E-06,9.497906374
GAPT,202309,GRB2 binding adaptor protein  transmembrane,-1.231327067,4.837690318,-2.547472348,0.013882646,0.041978053,-3.494111367
MTIF3,219402,mitochondrial translational initiation factor 3,-1.246358757,6.053464233,-4.879283548,1.07E-05,0.000198313,3.184437892
RPSAP15,220885,ribosomal protein SA pseudogene 15,1.039668234,7.147097637,4.280762402,8.14E-05,0.000890558,1.25759368
MARCHF8,220972,membrane associated ring-CH-type finger 8,-1.106545471,7.848354045,-3.615258285,0.00068292,0.004507883,-0.741262597
NSUN6,221078,NOP2/Sun RNA methyltransferase 6,-1.128778151,4.529746569,-4.80113353,1.40E-05,0.000244346,2.927310904
MICU2,221154,mitochondrial calcium uptake 2,-1.074869317,5.636707979,-3.317126764,0.00167453,0.008872371,-1.573621642
PXDC1,221749,PX domain containing 1,-1.155794767,4.913938618,-3.512635784,0.00093398,0.005759339,-1.032689322
RSBN1L,222194,round spermatid basic protein 1 like,-1.528897461,6.062081422,-5.726446152,5.36E-07,2.55E-05,6.049228876
ATXN7L1,222255,ataxin 7 like 1,-1.132872603,5.127841432,-4.374367326,5.96E-05,0.000708574,1.551941266
RPL23P8,222901,ribosomal protein L23 pseudogene 8,1.080043667,6.883442508,4.106102652,0.000144365,0.001363926,0.716357066
ZBTB38,253461,zinc finger and BTB domain containing 38,-1.192412537,9.470564946,-3.910784735,0.000270778,0.002185263,0.124457985
ZNF718,255403,zinc finger protein 718,-1.469161301,4.106872911,-6.095048468,1.42E-07,9.51E-06,7.326841095
SHPRH,257218,SNF2 histone linker PHD RING helicase,-1.005764978,5.21276225,-4.558086248,3.22E-05,0.000457686,2.137668882
CHAMP1,283489,chromosome alignment maintaining phosphoprotein 1,-1.336703521,5.538424693,-5.003455178,6.95E-06,0.000149418,3.595913109
SLC46A3,283537,solute carrier family 46 member 3,-1.950008606,5.120056048,-5.15841487,4.04E-06,0.000100113,4.114061346
HID1,283987,HID1 domain containing,-1.008154161,7.645663011,-4.281310583,8.12E-05,0.000890558,1.259309043
UBALD2,283991,UBA like domain containing 2,1.554153615,9.797900239,5.689269417,6.12E-07,2.82E-05,5.921159904
ZNF841,284371,zinc finger protein 841,-1.244667486,5.833538223,-2.773627433,0.007705957,0.027178807,-2.967497869
FRYL,285527,FRY like transcription coactivator,-1.526975208,5.5957878,-5.138556565,4.33E-06,0.000104061,4.047388929
DTWD2,285605,DTW domain containing 2,-1.105677206,5.399239567,-5.435570445,1.52E-06,5.25E-05,5.052046315
ZNF252P,286101,zinc finger protein 252 pseudogene,-2.137917169,4.545486073,-6.752242844,1.29E-08,1.84E-06,9.627037384
DPY19L4,286148,dpy-19 like 4,-1.341881812,4.268190564,-5.806141818,4.02E-07,2.10E-05,6.324310123
FAM133A,286499,family with sequence similarity 133 member A,1.519436774,4.245449379,2.738481532,0.008460205,0.029065275,-3.051529648
SNORD8,319103,small nucleolar RNA C/D box 8,-1.162958768,7.634974476,-2.940012226,0.004907596,0.019584598,-2.559180643
ZNF860,344787,zinc finger protein 860,-2.08044502,4.332046631,-7.591945395,6.04E-10,2.37E-07,12.57182757
NUP43,348995,nucleoporin 43,-1.065667796,5.831893302,-2.832403538,0.00658181,0.024250129,-2.82521842
ANKRD37,353322,ankyrin repeat domain 37,-1.112744913,6.519052801,-5.264298043,2.78E-06,7.75E-05,4.470814666
NHLRC2,374354,NHL repeat containing 2,-1.712343079,5.346758218,-6.622967694,2.07E-08,2.50E-06,9.173332937
ZC3H6,376940,zinc finger CCCH-type containing 6,-1.362454204,6.087429221,-4.608929631,2.71E-05,0.000404564,2.301528299
GVINP1,387751,GTPase very large interferon inducible pseudogene 1,-1.461860765,4.490910626,-6.142511579,1.19E-07,8.50E-06,7.492215419
NHLRC3,387921,NHL repeat containing 3,-1.067219868,6.262290248,-4.448190692,4.66E-05,0.000592376,1.786066998
SCIMP,388325,SLP adaptor and CSK interacting membrane protein,-1.101469707,4.157572545,-3.941648069,0.000245377,0.002039752,0.216995878
ZNF808,388558,zinc finger protein 808,-1.177994723,5.835043928,-3.095806533,0.003174367,0.014050232,-2.161752202
DIPK1A,388650,divergent protein kinase domain 1A,-1.790700772,6.768398018,-4.662558589,2.25E-05,0.000351301,2.475147263
SNHG17,388796,small nucleolar RNA host gene 17,1.203503556,7.12231504,5.107387607,4.84E-06,0.000111535,3.942898627
NUGGC,389643,nuclear GTPase  germinal center associated,-1.153191318,6.851650098,-4.230856104,9.60E-05,0.00100336,1.101854645
MGC70870,403340,C-terminal binding protein 2 pseudogene,-1.792827995,4.91220844,-7.06064973,4.19E-09,8.96E-07,10.70995939
MIR21,406991,microRNA 21,1.979721818,6.566947486,3.741243556,0.000462264,0.00335641,-0.376846493
PIM3,415116,Pim-3 proto-oncogene  serine/threonine kinase,1.161757662,7.924137442,4.096458017,0.000148964,0.001396165,0.686788459
TMEM41B,440026,transmembrane protein 41B,-1.080004559,5.749440944,-4.225075558,9.78E-05,0.001013628,1.083870852
ZNF506,440515,zinc finger protein 506,-1.445153836,5.660926087,-5.065710272,5.60E-06,0.000125953,3.803486003
SCARNA9,619383,small Cajal body-specific RNA 9,1.505243944,7.063351044,4.023374218,0.000188735,0.001688206,0.46385793
SNORA27,619499,small nucleolar RNA  H/ACA box 27,-1.321595339,4.311109428,-4.567583581,3.11E-05,0.000448109,2.168221281
ZFP62,643836,ZFP62 zinc finger protein,-1.546648277,4.814039159,-6.232777397,8.59E-08,6.67E-06,7.807154374
LIMD1-AS1,644714,LIMD1 antisense RNA 1,-2.777853682,4.097417876,-9.647455509,3.97E-13,6.23E-10,19.58862495
SNORA5A,654319,small nucleolar RNA  H/ACA box 5A,1.392762103,5.757021589,3.332284517,0.001601406,0.008610991,-1.532378871
SNORA5C,677796,small nucleolar RNA  H/ACA box 5C,1.054824114,6.952909987,4.504036369,3.86E-05,0.000516792,1.964292129
SNORA20,677806,small nucleolar RNA  H/ACA box 20,-1.682641356,6.019865082,-3.239706527,0.002099977,0.010260011,-1.78238439
SNORA22,677807,small nucleolar RNA  H/ACA box 22,-1.517127014,7.462389757,-2.794423455,0.007289382,0.026072891,-2.917405647
SNORA23,677808,small nucleolar RNA  H/ACA box 23,-1.639757631,6.385714279,-3.214161478,0.002261449,0.010857261,-1.85056204
SNORA24,677809,small nucleolar RNA  H/ACA box 24,1.107119607,7.873722851,2.900472508,0.005470415,0.02105145,-2.657755918
SNORA80E,677823,small nucleolar RNA  H/ACA box 80E,-1.453587529,7.468984907,-2.930926781,0.005031935,0.019878467,-2.581914896
SNORA46,677827,small nucleolar RNA  H/ACA box 46,-1.268236857,4.421192319,-5.558501463,9.78E-07,3.84E-05,5.47206661
SNORD94,692225,small nucleolar RNA  C/D box 94,-1.24621689,8.215246421,-3.03977792,0.003718121,0.015802853,-2.306310538
CCR2,729230,C-C motif chemokine receptor 2,-3.266250786,6.429259698,-4.829001721,1.27E-05,0.000227009,3.018832279
SNORD116-6,100033418,small nucleolar RNA  C/D box 116-6,-1.787614981,4.071117922,-4.83730377,1.24E-05,0.000222281,3.046133587
SNORD116-26,100033438,small nucleolar RNA  C/D box 116-26,-1.470698631,3.463815821,-4.555072449,3.25E-05,0.00045908,2.127979077
SNORD115-25,100033801,small nucleolar RNA  C/D box 115-25,-2.511087097,3.772647814,-5.371041973,1.91E-06,6.19E-05,4.832491905
SNORD115-32,100033806,small nucleolar RNA  C/D box 115-32,-2.716264162,4.394882314,-5.590648765,8.72E-07,3.57E-05,5.582260382
SNORD115-33,100033807,small nucleolar RNA  C/D box 115-33,-1.564309375,3.765915164,-4.892501792,1.02E-05,0.000193571,3.228072484
SNORD115-44,100033818,small nucleolar RNA  C/D box 115-44,-2.770362999,4.583333861,-5.093379545,5.08E-06,0.000115449,3.89600154
ZNF737,100129842,zinc finger protein 737,-2.024200474,5.056116436,-3.950074318,0.000238852,0.002003207,0.242326706
SCARNA9L,100158262,small Cajal body-specific RNA 9 like,1.311099139,5.414896508,4.772686229,1.55E-05,0.000262663,2.834086291
RPS10P19,100271350,ribosomal protein S10 pseudogene 19,1.076404907,6.346238903,4.25059106,8.99E-05,0.000959358,1.163338568
RNVU1-19,101954277,RNA  variant U1 small nuclear 19,1.163402848,8.710551407,2.854115054,0.006206433,0.023286499,-2.772114525
